,f_9,f_14,f_18,f_27,f_69,f_76,f_78,f_94,f_104,f_107,f_110,f_122,f_128,f_129,f_130,f_145,f_156,f_165,f_174,f_175,f_176,f_179,f_196,f_197,f_200,f_206,f_213,f_219,f_222,f_224,f_232,f_235,f_249,f_272,f_279,f_294,f_295,f_296,target
499,2.48,0.8315,0.02576,-0.826,0.4849,-0.9707,0.3408,-1.2705,1.472,1.451,0.3762,-2.885,0.7515,-1.61,-0.2156,0.4102,0.2827,0.6284,-0.959,1.572,2.861,0.01875,-1.359,1.32,-1.484,0.871,-0.9873,-0.277,3.58,-0.0834,-1.102,-1.199,0.1011,-1.141,-0.1725,1.397,-0.12054,1.903,4.242
500,1.699,-0.7124,1.694,0.6704,0.4604,1.037,1.025,0.4675,-0.844,1.004,-1.502,-1.914,-0.3013,-0.8765,0.1935,-1.418,-0.8877,0.0101,-0.2815,0.7417,-1.722,-0.1584,-1.062,0.148,-1.255,-0.3755,-0.2886,-0.2151,-2.213,-1.5625,0.2527,0.4656,0.4424,-0.983,-0.01266,-1.542,0.169,-0.5757,-1.053
501,1.414,0.5527,0.4229,-0.6157,6.246,-2.861,-1.075,2.37,0.695,1.534,1.018,1.132,2.498,-0.2306,-5.27,-1.247,1.202,3.307,-0.4724,0.925,1.342,-0.03162,3.043,5.355,-0.05276,2.896,0.2563,-1.028,-1.964,-0.8955,-2.32,0.4966,3.863,0.2091,-0.8066,1.119,0.1942,1.402,1.681
502,1.047,-0.5137,1.036,-3.137,-0.2434,0.641,-1.33,-1.653,-0.5166,1.774,-0.64,-1.82,-1.07,-0.8604,1.95,-2.668,-0.955,0.3196,-1.425,-0.0349,1.855,0.1941,-1.459,0.2438,0.7295,-0.3777,0.856,-1.264,-0.3037,0.3274,2.611,1.758,-0.5767,0.7856,0.1409,1.281,0.3,0.226,-1.505
503,-0.1195,1.28,-0.1295,-1.876,1.808,-0.5884,0.743,1.347,-0.613,-0.3445,2.404,1.362,-0.1506,0.4526,-3.057,-0.6685,1.018,-0.4612,-0.4932,0.636,1.045,2.18,-1.333,0.2803,0.7324,0.6196,-0.7896,-0.932,-0.583,2.002,0.9404,-0.212,-0.6123,0.8467,-0.7134,1.367,0.07947,0.3154,-0.4062
504,0.03677,0.5283,-0.2002,-0.332,-0.3264,0.1227,0.05264,0.1827,0.01365,1.096,-0.5557,-0.252,0.1707,-0.2878,1.682,1.026,-0.12366,-0.2272,-0.4998,2.023,2.012,1.915,-2.42,1.221,0.872,-0.2075,0.0773,0.03635,-0.79,0.1229,4.66,0.546,-1.046,0.8843,-0.754,0.9507,0.001569,0.2844,0.446
505,-1.456,0.4587,0.873,0.618,1.435,1.395,0.926,0.56,-0.3823,1.108,0.1003,0.1672,-0.3174,-0.1492,0.7007,-0.533,-1.712,-0.2119,0.574,-0.4329,1.878,-0.836,-1.28,1.081,1.033,-0.6987,-0.7876,-0.6807,-0.241,-0.906,3.05,-0.4102,-0.01863,0.723,0.3892,1.382,0.11206,-1.164,-1.232
506,1.253,1.423,-2.752,-0.9253,0.8594,-0.279,2.053,-2.242,3.229,0.673,-0.855,-0.922,1.6,0.0948,-0.4016,-1.044,1.985,1.032,0.6533,-0.904,-2.291,0.735,-1.265,1.522,0.892,0.6562,2.855,-1.417,-0.17,1.359,2.29,-0.2637,0.597,0.712,0.2161,-2.166,0.2119,0.13,-0.895
507,-1.345,-1.987,2.322,-0.1092,-1.1045,1.23,-0.2515,-1.866,-2.826,-1.326,-0.8896,2.111,-0.491,-0.2236,0.4846,0.7397,-3.182,0.3953,-0.8315,-0.4966,0.1997,0.1344,-0.3127,-0.4575,0.98,-0.4006,-3.12,-0.5728,-0.5293,0.136,1.64,-0.1664,0.2203,0.6367,-0.5312,-0.2573,-0.01627,1.95,-0.2461
508,-0.5435,-1.341,-0.3748,1.316,-1.154,0.6616,1.658,-1.709,0.316,-2.96,-1.025,-0.7437,-0.1985,-0.5757,-0.3906,0.618,-0.65,0.2401,-0.699,-0.8047,0.7246,-0.253,0.7715,-0.0041,1.38,-0.615,0.5293,-0.8423,1.365,-0.202,1.191,-0.503,-0.6196,0.5723,-0.3096,0.4707,-0.2491,-0.6606,0.9185
509,1.587,0.6772,-0.4631,-0.876,1.284,-0.5767,1.446,-2.629,0.8955,-1.158,-2.03,-0.1589,1.4,-0.4512,-0.737,0.555,-0.03998,-0.543,-0.7407,1.874,1.668,0.319,-1.745,1.222,1.31,0.2922,2.035,-0.9185,0.6343,-1.824,2.12,-1.0625,-0.2825,0.4414,-0.901,2.053,-0.0831,-0.578,-0.01318
510,1.333,-0.3506,-0.6226,-1.003,0.9976,-0.1604,0.4543,-0.01182,2.121,0.4714,-1.936,1.277,2.074,-0.04156,-1.458,-1.29,-0.0642,0.00815,-1.39,-0.541,2.06,1.142,0.3787,1.455,0.04694,1.1,2.293,-0.3005,-2.254,0.12445,0.5464,0.0138,-0.408,-0.4707,-0.7124,1.578,-0.01399,2.71,-0.9565
511,-1.085,-2.15,0.8203,0.5806,-0.9497,0.8843,0.961,-0.2712,-1.404,-0.38,-0.5273,0.0908,-1.012,-0.1255,-0.8867,-1.71,-0.9805,-0.668,0.4756,0.254,0.4355,0.3813,-0.5205,-0.771,-0.2052,0.014656,-1.503,-1.886,-0.3616,-1.565,0.0273,0.51,-0.237,-0.2727,-0.0464,-0.807,-0.01377,-0.816,0.9463
512,-1.247,-1.675,0.7905,0.1099,-0.7026,1.026,1.5625,-0.5576,-1.029,-2.84,-0.01831,0.489,-0.6294,0.0739,-0.8354,-1.825,-1.387,-0.684,0.9683,-0.5376,2.121,0.1299,-0.2148,-0.08606,1.03,-0.581,-1.033,-1.555,-0.5947,-0.865,0.868,-1.407,-0.1048,1.082,0.9434,1.259,-0.443,-1.84,0.957
513,2.104,2.037,-2.22,0.07465,1.953,-1.34,1.398,-0.0644,1.572,-3.121,-0.9165,-1.565,1.318,-0.1632,-1.558,-0.3982,1.11,0.8643,0.3284,-0.773,-0.253,0.829,-0.3972,1.282,0.01953,1.125,2.469,1.279,-1.6875,0.3865,1.976,-0.6284,-0.3967,0.2327,-1.154,-1.665,-0.3706,-1.237,-0.8384
514,1.637,0.843,-1.056,-0.4285,1.705,-0.9126,0.004578,-1.672,0.5576,0.7563,-1.812,0.543,1.976,-0.03024,-2.05,0.1422,0.4678,0.4773,-1.267,-1.312,3.639,0.884,0.1669,0.1185,0.771,0.8276,0.6807,1.042,-0.2505,-0.5366,-0.0958,0.5576,-0.41,1.045,-0.0721,1.508,0.1361,1.191,-1.583
515,-0.965,-1.241,1.24,-0.3481,-2.02,1.608,-0.1305,2.73,-0.677,1.294,0.564,-1.172,-1.454,-2.438,1.52,-0.79,-0.6606,0.07007,0.9204,-0.4163,0.1512,-0.02101,-0.9307,-0.496,-0.2126,-0.951,-2.805,-1.682,-0.3955,0.3418,-0.2148,0.6416,-1.159,-0.08734,0.788,1.391,-0.281,-1.176,-0.672
516,0.724,-0.9263,0.742,-1.125,-2.434,1.821,-0.287,0.8335,-0.3003,-0.4968,0.16,1.93,-1.224,-2.998,-0.2411,-0.3992,0.2424,-1.41,1.241,-1.072,1.161,0.1411,-0.1987,-1.523,0.647,-1.259,-1.621,-1.117,-1.652,0.2678,2.566,-1.159,-1.694,0.927,0.8823,1.069,-0.1677,0.6455,-0.3916
517,-0.4502,-0.837,1.214,0.981,-1.177,1.111,-0.641,-0.376,-0.866,-1.0625,-2.629,-1.455,0.303,-0.4822,-1.803,-0.9346,-0.5825,0.1768,-0.779,0.548,1.765,0.4177,-0.9624,-0.8403,-0.65,0.2576,-2.074,-1.32,1.732,0.53,1.967,-0.8696,-1.116,-0.3413,1.071,1.294,-0.2688,1.575,0.05865
518,0.3633,0.877,-0.9253,0.7285,-0.0124,-0.182,0.0741,-1.516,0.8926,-0.9336,-1.667,-0.7173,0.5063,0.2751,-0.0004752,0.08777,0.8784,-0.0864,-0.927,-1.0,-1.517,-0.0793,1.306,0.05408,1.0,0.333,1.114,0.8247,-0.755,-0.1884,-0.5933,-0.3772,-0.05057,1.0,-0.6997,-1.027,-0.2502,0.9814,-1.867
519,-1.306,-0.963,0.875,-1.101,-0.7036,1.003,-0.1892,0.7515,-0.8965,0.769,-0.1649,-0.0985,-0.5264,-0.3535,0.358,0.06494,-0.9634,-0.1609,0.88,0.0,0.9697,-0.1799,-2.45,-0.4412,0.0,-0.6157,-1.564,-0.859,0.7344,-0.1644,0.2096,0.2332,-0.02345,0.0,0.5273,1.045,-0.1633,0.0759,-0.2617
520,-0.014824,-1.0625,0.919,-1.899,-1.283,1.332,-0.1353,1.195,-0.9854,-0.8867,0.1888,1.887,-1.312,-0.866,1.15,0.096,-1.065,-0.2429,1.796,-1.0,0.935,-0.3274,-0.3757,-0.47,0.0,-0.862,-0.4304,-0.9805,0.1963,0.3333,-0.5713,-0.7656,-0.1841,0.0,0.6543,0.968,0.03302,-1.078,-1.401
521,1.153,-0.552,0.6675,-0.8887,0.4265,-0.1515,-0.02292,-1.191,-0.5273,-0.9746,-1.046,0.1813,0.512,0.1746,-0.699,0.0758,-0.5537,-0.01811,0.587,0.0,0.629,-0.11176,0.04965,-0.2908,0.0,0.4329,1.307,-0.521,-0.514,0.01752,0.1958,-1.127,0.005554,0.0,0.1564,0.664,-0.03867,-0.08875,0.2281
522,1.23,-0.7993,0.8115,0.5317,-1.07,0.2457,0.0849,-1.669,-0.7495,-0.4768,-1.139,1.411,-0.01051,-1.013,1.058,0.0782,-0.8022,-0.04828,-1.243,0.0,0.7524,-0.2263,0.4055,-0.3984,1.0,0.097,0.4214,-0.84,-0.3267,0.1517,-0.7485,-0.2812,-0.05136,1.0,0.644,0.8496,0.2145,-1.366,0.1697
523,0.665,0.81,-0.84,1.467,0.371,-0.6084,0.3833,-1.907,0.831,-0.972,-0.03104,1.195,0.4346,0.5474,-0.277,0.0731,0.8105,-0.1342,-1.381,0.0,1.087,-0.0328,1.528,0.11755,1.0,0.74,1.053,1.03,1.817,-0.207,-0.4326,-0.756,-0.0934,1.0,-0.869,1.224,-0.2795,0.886,-1.039
524,-1.042,-1.329,1.173,0.854,-0.1599,0.515,-0.1532,-0.1974,-2.828,1.015,-0.612,0.02916,-0.415,0.5156,0.08307,0.09985,-1.327,-0.252,-0.1665,0.0,-2.203,-0.299,-0.3403,-0.958,1.0,-0.1555,-0.8315,0.3445,-0.817,-0.1289,0.4739,0.3005,-0.11664,1.0,-0.4338,-2.1,-0.3235,-0.9746,-0.3223
525,-0.44,-0.8486,0.832,-0.922,-0.8965,0.7705,-0.02074,-0.9883,-0.8,0.3596,0.3022,-0.02504,-0.2258,-0.1661,0.833,0.08966,-0.8506,-0.1469,0.6714,-1.0,1.168,-0.11816,-0.9956,-0.4304,-1.0,-0.2583,-0.4612,-0.8037,1.253,0.05276,1.602,-0.5347,-0.1,-1.0,0.581,1.388,-0.4006,0.9595,-0.319
526,-0.9067,-0.2126,0.1874,0.7544,-0.4546,0.4165,-0.04398,-1.169,-1.174,-0.792,-0.4312,-0.1763,0.3325,0.3555,0.3896,0.07825,-0.2123,-0.1422,-0.6875,-1.0,-1.001,-0.294,0.2852,-0.5435,1.0,0.01666,0.367,0.795,1.689,-0.1368,0.5835,-0.63,-0.0877,1.0,-0.7627,-0.991,-0.4705,-0.8237,-0.1804
527,-0.5376,-0.572,0.585,0.954,-0.5117,0.5005,0.0332,-0.8735,-0.5483,0.7773,-0.4436,0.1776,0.0804,0.1368,0.4705,0.0758,-0.5728,-0.0557,0.606,-1.0,0.6484,0.013,-0.4524,-0.3096,-1.0,-0.0663,-1.367,-0.55,0.928,-0.09155,-0.8184,-0.3765,-0.007004,-1.0,0.2488,0.668,-0.4534,1.363,1.238
528,1.46,1.595,-1.31,0.4985,0.1033,-1.197,0.4119,-2.889,-0.2847,-0.2576,-0.1765,-1.2705,1.587,0.5195,0.0565,0.0678,1.587,0.5664,-2.094,-1.0,-2.91,-0.02928,0.224,-0.1903,0.0,1.457,2.588,1.836,0.986,0.1447,-0.3838,-0.812,0.01624,0.0,-1.72,-2.734,-0.4695,-0.822,0.272
529,0.1841,-1.682,1.717,-0.8755,-0.3037,0.2352,-0.01098,-0.9487,-1.589,1.487,-0.3914,-1.723,-0.322,0.3528,0.3005,0.0878,-1.683,-0.1765,-0.716,-1.0,1.517,-0.0852,0.00644,-0.645,1.0,0.09564,-1.078,1.045,-1.778,-0.219,-0.4854,0.719,-0.1378,1.0,-0.9136,-0.5845,-0.566,0.601,0.1268
530,0.9985,1.481,-1.551,-0.712,1.062,-0.7573,0.01843,-0.2476,1.509,-0.6426,0.9746,-0.4976,0.746,0.9434,-0.782,0.0878,1.482,-0.0202,-1.354,-1.0,-1.364,-0.002682,-0.3762,0.1561,1.0,0.997,2.086,1.049,-0.59,0.0855,-0.4485,-0.593,0.01683,1.0,-1.017,-0.683,-0.49,-0.6245,0.04132
531,-1.183,0.3455,-0.5425,2.201,-0.9546,0.842,-0.08936,-0.6865,0.3538,0.8926,-0.4512,0.3352,-0.0769,-0.0643,0.9478,0.0899,0.3508,-0.209,-0.6187,0.0,0.7227,-0.2664,-0.9585,-0.687,0.0,-0.3845,0.013565,-2.307,0.2146,-0.004974,1.881,0.932,-0.0864,0.0,1.61,0.732,-0.4724,-1.392,0.569
532,0.705,1.224,-1.24,0.692,0.266,-0.4382,0.0992,-1.514,1.249,-2.203,0.929,-0.0795,0.903,0.615,-0.2338,0.0832,1.225,-0.0912,-0.9897,-1.0,0.9873,0.481,0.1981,0.4377,1.0,0.6533,2.229,1.29,-0.613,-0.02904,-0.318,-0.972,-0.05142,1.0,-1.15,1.0205,-0.3696,0.1615,-1.381
533,-2.398,-0.4724,1.9375,0.4111,0.3623,0.651,-0.056,2.87,-0.8896,1.063,-1.145,-0.8716,0.1196,0.254,0.283,0.08685,0.2484,-0.12164,0.6587,-0.7544,-1.604,-0.315,0.3364,-0.5947,0.5884,-0.1151,-1.669,-1.389,-0.4055,-0.02278,0.867,0.5703,-0.02864,1.435,0.1792,1.3545,-0.2886,1.862,-0.6206
534,-1.552,-0.254,3.28,-0.2803,0.5215,0.4163,-0.002293,1.229,-2.191,-2.58,0.921,-0.2922,-0.2228,0.4348,-0.3987,0.0854,-0.05408,-0.1959,1.809,0.1589,0.8423,-0.1582,-0.05463,-0.4895,0.5215,-0.0193,-2.54,-1.07,0.942,0.1392,-0.623,-1.36,-0.05664,1.77,0.1074,1.284,-0.1454,-0.3774,0.3318
535,1.288,0.4524,1.724,0.35,0.178,-0.252,0.0674,-0.559,-0.7056,-1.49,-0.929,-0.0672,0.2568,0.527,-0.1116,0.1027,0.05478,-0.0892,-0.6553,0.4163,-1.198,-0.02693,-0.396,-0.638,-0.708,0.4966,0.8843,-1.245,2.764,0.1172,0.452,-1.181,-0.0089,0.552,0.173,-1.625,-0.2864,0.3372,0.566
536,0.2922,0.5103,1.332,-1.444,0.2578,-0.7715,0.12085,-1.064,-1.194,-1.188,-0.725,-0.2029,0.5093,0.8604,0.4001,0.08826,0.8286,0.2898,1.106,-0.8555,-0.00896,0.128,-0.306,0.01949,-1.174,0.5723,0.06168,-0.467,2.39,-0.03073,-0.4426,-0.3625,0.0786,0.5103,-0.519,-0.05774,-0.392,0.783,-0.3718
537,-0.9106,0.8643,-0.6655,1.979,0.04688,0.346,-0.0905,-0.2446,-0.07465,-0.5107,0.4368,-0.4275,0.2092,0.796,0.4324,0.1346,1.223,-0.2184,0.235,-0.7764,-1.137,-0.1841,0.2783,-0.4885,-0.4163,-0.06476,0.892,-0.2908,1.754,-0.0655,-0.5444,0.05548,-0.04764,0.379,-1.682,-1.696,-0.504,0.985,-0.472
538,1.059,-0.7715,0.2988,-0.36,-0.2444,0.5415,0.01546,-0.3145,-1.567,0.475,0.491,-0.3774,-0.1974,0.1304,0.6924,0.1207,-0.523,-0.2039,-0.2896,-0.1416,-1.622,0.0706,0.08813,-0.06085,0.9834,-0.4707,0.443,-1.425,1.732,-0.2083,0.5376,0.10834,-0.01823,1.256,-0.345,-1.562,-0.4924,-0.3916,-0.5664
539,0.2803,-0.9146,0.4397,-0.2323,-0.8335,0.1171,-0.0007977,0.1803,-0.316,-1.546,0.1653,-0.1278,-0.3904,0.2335,0.1272,0.0969,-1.567,-0.3657,1.365,-0.7236,0.3416,-0.2,-0.1294,-0.09265,-0.1229,-0.3337,0.9253,-1.252,2.328,0.07513,0.6826,-0.493,-0.05167,0.313,-0.2007,-1.629,-0.3025,0.3015,0.2131
540,0.811,-0.921,1.073,0.972,-0.4246,0.442,-0.09766,-0.525,-1.53,-0.9956,0.12036,-0.4766,0.2308,0.2683,0.3062,0.0947,-0.9126,-0.414,0.617,-0.526,-1.931,-0.1043,0.3276,-0.4597,-1.346,-0.1582,0.765,-1.899,2.52,-0.07275,-1.148,-0.1528,0.00094,-0.6963,-1.85,-1.081,-0.3286,1.489,-0.3643
541,0.692,0.1595,-1.105,0.6934,0.709,-0.10944,-0.1737,-1.643,0.1208,-2.697,-0.5654,-0.4111,0.00652,1.036,-0.5625,0.1179,0.9717,-0.2578,0.573,-0.1371,-0.958,-0.267,0.2286,0.4595,-0.3875,0.4082,2.32,-0.0293,1.215,-0.02,0.5605,-0.43,-0.0703,0.465,-2.031,0.2676,-0.4429,1.259,-0.4014
542,-0.602,0.61,0.2394,-0.4878,-1.029,0.0687,-0.1412,-0.59,-1.083,-0.7495,-0.7085,-0.4956,-0.2413,0.4868,0.3289,0.1151,0.3396,-0.404,-0.5625,-0.1835,-2.613,0.221,-0.0526,-0.4631,-0.564,-0.354,0.1475,-1.715,2.605,-0.254,0.1559,0.5146,-0.0754,0.431,-1.119,-0.8384,-0.3813,-0.003897,0.1865
543,1.481,0.625,-1.063,-0.288,-0.4395,0.1099,0.0304,-0.4597,1.792,-1.393,0.1622,-0.345,0.1892,0.1991,0.4377,0.075,1.282,-0.244,0.6133,0.114,0.751,0.085,-0.1924,-0.0879,-0.4563,-0.0499,1.2705,0.943,1.505,-0.10126,-0.182,-0.403,-0.02037,0.2485,-2.469,1.604,-0.2512,-0.03812,-0.4568
544,0.4678,1.296,-0.894,-1.271,-0.1731,0.0722,-0.0459,-0.1539,2.396,0.27,-0.2255,-0.0919,0.3096,0.4856,-0.9824,0.0923,1.176,-0.298,-0.5986,-0.8086,-0.604,0.3506,0.6772,-0.3682,-1.132,0.1289,0.6206,0.094,2.549,-0.2208,0.1586,0.02676,-0.05475,-0.596,-2.21,-0.385,-0.331,0.0704,-0.898
545,-2.139,-1.274,1.366,0.7524,-1.298,0.642,-0.07806,1.289,-0.9707,-2.072,-0.432,0.2173,-0.579,0.0948,0.6567,0.0884,-1.0,-0.2178,2.783,-0.3726,1.186,-0.0734,-0.3733,-0.675,-0.4229,-0.9253,-2.172,-1.867,0.9756,-0.1919,-0.4177,0.1875,0.1301,0.5005,0.95,0.949,-0.305,-0.2172,0.3904
546,1.221,1.7705,-2.324,0.0667,-0.667,-0.511,0.1248,-4.406,1.728,-2.922,-0.2869,-1.981,0.937,0.000697,0.56,0.10376,1.853,-0.0621,-1.387,0.02689,-0.3147,0.1875,-0.182,-0.09735,0.0897,0.04315,1.018,-0.7334,1.802,0.00788,0.4402,-0.8193,0.01799,0.3247,-2.672,-1.595,-0.4236,-1.837,-0.3936
547,-0.9644,-0.00676,-0.4658,-0.5894,-0.3025,0.1906,-0.1312,-1.5205,-0.2119,-1.111,-1.096,0.3362,0.1349,0.811,0.02269,0.1105,0.3257,-0.2532,0.1893,0.777,-0.7124,-0.4146,-0.2008,-1.346,0.2932,-0.2407,-1.394,-0.6616,1.741,-0.25,-0.527,0.4307,-0.1315,0.188,-1.424,-1.7295,-0.694,0.7627,-0.2683
548,-1.404,-0.3538,0.872,-1.493,-0.844,-0.1126,-0.08685,0.911,-0.167,-1.264,-0.01106,-0.8643,0.355,0.9404,-0.0769,0.11383,-1.938,-0.1698,0.7896,0.4229,0.924,-0.272,-0.5693,-1.042,1.446,-0.3618,-0.4841,-0.9443,1.072,-0.074,-0.2437,-0.4897,-0.0473,1.019,0.03467,-0.0761,-0.6025,-1.063,0.333
549,0.2079,1.114,-1.504,-2.283,-0.341,-0.1646,-0.0008407,-1.48,1.547,0.627,-0.6636,-0.3918,0.748,0.541,0.3042,0.09985,0.325,-0.2119,-0.5,0.2034,0.754,0.037,-0.3904,-0.478,0.989,-0.12036,0.221,0.3574,1.479,-0.1461,2.15,-0.2715,-0.02982,0.3496,-1.382,-0.9614,-0.498,1.442,-0.2861
550,-1.459,-0.9766,0.981,-1.118,-0.144,0.2651,-0.0815,-0.1196,-0.727,-0.419,0.228,-0.26,-0.4116,0.4526,0.4075,0.08014,-0.09875,-0.0163,-0.531,-0.1743,-0.675,0.0421,-0.4663,-0.44,-1.273,-0.4097,-0.6753,-1.11,2.066,-0.1065,-0.1667,0.4138,-0.01591,-1.224,-0.3008,-1.328,-0.5776,-0.1175,-0.2737
551,-2.66,0.804,-0.614,0.7505,-0.5557,0.1702,-0.0991,-0.1965,0.906,-1.442,0.12115,-0.3843,-0.2063,0.4988,0.6323,0.0973,0.1498,-0.251,-1.039,0.2095,-2.184,-0.1395,0.0082,-0.738,0.9204,-0.377,-0.01536,0.02283,1.139,0.01605,-0.1405,0.4897,-0.09283,0.571,-1.043,-0.8237,-0.6294,0.307,0.609
552,-0.6226,1.1,-0.615,1.66,-0.608,-0.1376,-0.0367,-2.764,1.253,-0.7275,-0.1735,-0.342,0.5083,0.5913,0.4,0.09607,1.452,-0.264,-0.964,-0.552,0.5073,-0.1831,-0.353,-0.4282,1.586,0.06537,1.107,0.6284,1.802,0.1126,0.3186,-0.0707,-0.1047,1.174,-0.91,0.849,-0.4954,0.692,-0.0716
553,0.76,1.584,-0.5225,-1.134,0.541,-0.794,-0.03363,-3.414,1.976,-0.3618,-0.3696,0.3413,0.563,1.116,-1.06,0.09534,1.276,-0.1742,-0.0192,0.592,-0.3872,0.2769,0.1566,0.586,1.392,0.608,3.008,1.295,-0.05063,0.1704,-0.5156,-0.00965,-0.04672,1.137,-2.004,0.5933,-0.4924,1.138,-0.695
554,-1.286,-2.074,1.103,0.742,-1.0,0.731,-0.2207,1.535,-0.07355,0.8496,-0.05426,-0.544,-1.058,0.01049,0.4216,0.0853,-1.254,-0.2727,1.475,-0.5347,-0.5674,0.08746,0.0863,-0.1721,0.1583,-0.774,-1.786,-2.404,-0.3884,-0.0698,-1.163,1.515,-0.01274,0.04767,-0.1603,1.255,-0.3684,-0.393,0.1211
555,1.777,-0.8657,0.6074,-0.3362,-0.8096,-0.3313,0.02942,-0.1599,-0.1018,-0.91,0.5923,0.441,-0.2487,0.09973,0.5107,0.1118,-1.167,-0.0412,-1.767,0.528,-0.525,0.2185,-0.11584,-0.156,1.073,0.04333,0.1212,-1.218,-1.071,0.1727,-0.734,-0.4814,0.00692,0.2032,-0.2308,0.595,-0.4072,-0.4475,-0.09595
556,0.742,0.913,-1.416,1.448,0.4575,-1.293,-0.1196,-0.9204,2.18,-1.594,-0.9404,-0.571,0.712,0.695,-0.4314,0.1332,1.416,-0.12115,0.3318,1.161,-1.423,-0.3113,-0.599,-0.4304,-1.614,1.126,1.081,0.0399,2.184,-0.01232,0.583,-0.4263,-0.0117,-1.102,-1.787,-2.225,-0.458,-0.5703,-0.637
557,-0.425,-2.527,3.393,-0.907,-0.3784,0.2133,-0.2122,-0.2185,-1.282,-0.366,-0.9673,-1.016,0.2306,0.697,-0.285,0.12195,-1.759,-0.5156,-0.916,0.6294,-0.3345,-0.3567,0.2595,-0.6543,-0.62,0.3542,-0.9507,-0.97,-1.682,-0.1437,-0.6304,0.7617,-0.0849,0.06616,-1.285,-1.25,-0.4177,0.169,-0.2028
558,0.1189,-1.062,1.02,1.321,-1.457,0.1178,-0.0682,-1.023,0.4758,0.9395,0.2524,0.4478,0.1455,0.1584,0.5576,0.1243,-0.699,-0.1298,-1.235,0.0298,0.4648,-0.0842,-0.00562,-0.4614,-0.2664,-0.2637,0.2346,-1.144,-0.1936,0.02084,0.6523,-0.1414,-0.09534,0.2288,0.4392,0.304,-0.502,-1.82,-0.04108
559,-0.61,-2.566,2.178,-1.447,-1.156,0.1455,-0.03522,-0.08673,-0.672,-0.2468,-0.792,-0.10236,0.3137,0.2449,1.033,0.1394,0.002918,-0.3777,-1.176,-0.001645,-0.917,0.1045,0.317,-0.505,0.3408,-0.2842,0.4788,-2.844,0.7446,0.1927,0.615,0.10175,-0.1051,0.417,-0.6143,0.2507,-0.516,-2.758,-0.1554
560,-0.2338,0.8564,-1.341,-1.194,-0.529,-0.2595,0.006847,-0.7866,2.088,-2.396,-0.445,0.3147,0.469,0.6733,0.341,0.1081,1.798,-0.0653,-0.9775,0.891,-2.412,-0.2047,0.2017,-0.5337,1.3125,0.11584,1.181,0.556,0.9307,-0.0663,-0.2205,-0.3545,0.03677,1.367,-1.036,-2.062,-0.529,-2.477,-0.3823
561,-1.936,-2.65,1.07,0.403,-0.8765,0.1942,-0.02095,0.8237,-0.1798,-0.3096,-1.075,0.09235,0.09283,0.5674,0.5615,0.08356,-1.269,-0.2157,-1.684,-0.551,-0.741,0.2961,-0.2024,-1.065,-0.5093,-0.0039,-1.489,-1.48,0.2937,-0.2233,0.4448,0.281,-0.05304,-0.4197,1.797,-0.9995,-0.689,0.0891,-0.1423
562,0.006428,-1.46,1.189,0.7153,-0.6436,-0.1066,-0.1404,0.985,-1.239,-1.598,-0.609,-0.3264,0.626,1.108,0.757,0.0828,-1.434,-0.2452,-0.083,-0.02708,-1.278,0.05634,0.1321,-0.732,-1.036,0.2747,0.544,0.5986,1.348,-0.1823,-0.672,-0.342,-0.1572,-1.233,-0.3245,-0.1505,-0.739,-0.0832,-0.06616
563,1.229,-2.05,1.128,-1.331,-0.4128,-0.2495,0.1981,-1.43,0.25,-1.43,-0.5737,0.04428,1.024,0.755,0.7173,0.11,-1.162,-0.2537,-1.273,1.697,-4.242,-0.05972,0.02142,-0.7026,-1.797,0.1427,2.027,0.797,1.4375,-0.1569,-0.509,-0.4053,-0.1371,-0.7046,-2.387,-2.35,-0.634,-1.372,0.3967
564,-0.799,-0.1826,-0.1935,0.376,-0.5874,0.932,-0.1392,2.404,0.2177,-0.2222,-0.6123,0.4824,-0.09,0.4026,1.347,0.09125,-0.7275,-0.314,1.03,1.227,-1.543,-0.1464,-0.295,-0.73,-0.2487,-0.3796,0.7153,-2.291,-1.046,-0.2834,-0.8296,0.64,-0.172,0.1454,2.254,-0.957,-0.5767,-0.02573,1.614
565,1.454,0.5,-1.444,0.463,0.531,0.2483,-0.04025,1.444,1.545,0.01875,0.3308,-0.1371,1.132,0.382,0.11993,0.1192,0.04138,-0.3022,-0.4011,-0.4036,-0.4622,0.3396,0.1901,0.1757,0.2372,0.3313,2.42,0.6704,-0.916,-0.1252,-0.8564,-0.1819,-0.11316,0.5093,-0.4639,-0.6235,-0.5356,0.3022,-1.4375
566,2.021,-0.3037,-1.282,-1.68,0.825,-0.356,-0.2822,2.28,2.186,0.2798,-0.734,0.983,1.622,0.619,-1.128,0.1038,0.752,-0.0605,0.6973,-0.336,-1.135,0.5625,-0.12085,0.8276,1.206,0.5195,1.84,0.1465,-1.084,0.69,-0.2246,0.9746,0.0683,1.428,-0.738,-0.292,-0.1611,0.8457,0.5747
567,-1.647,-1.536,1.151,-0.209,-1.932,0.649,-0.1526,1.478,0.1686,0.11237,0.4265,-0.0801,-0.604,-0.3457,1.626,0.1211,-1.301,-0.3452,-1.186,0.1055,-3.295,-0.7065,0.3613,-0.6313,0.7305,-0.4624,-0.717,-1.371,-0.826,0.9126,-1.017,0.6353,-0.11926,0.7515,1.502,0.586,-0.5146,-1.458,0.557
